PROJECT	FILE	LINE NUMBER	HANDLER ID	HANDLED EXCEPTION	EXCEPTION TYPE	EXCEPTION ORIGIN	AUTOCOMPLETE	EMPTY
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\FileIOUtils.java	653	49	java.io.IOException	Checked	Java	false	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\FileUtils.java	182	50	java.io.IOException	Checked	Java	false	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\FileUtils.java	202	51	java.io.IOException	Checked	Java	false	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\FileUtils.java	286	52	java.io.FileNotFoundException	Checked	Java	false	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\FileUtils.java	759	53	java.io.IOException	Checked	Java	true	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\FileUtils.java	813	54	java.io.IOException	Checked	Java	true	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\FileUtils.java	967	55	java.security.NoSuchAlgorithmException	Checked	Java	true	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\FileUtils.java	967	55	java.io.IOException	Checked	Java	true	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\ImageUtils.java	193	56	java.io.FileNotFoundException	Checked	Java	false	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\ImageUtils.java	220	57	java.io.FileNotFoundException	Checked	Java	false	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\ImageUtils.java	580	58	java.io.IOException	Checked	Java	true	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\ImageUtils.java	1244	59	java.io.IOException	Checked	Java	true	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\ImageUtils.java	1297	60	java.io.IOException	Checked	Java	false	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\ImageUtils.java	1316	61	java.io.IOException	Checked	Java	false	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\LogUtils.java	356	62	org.json.JSONException	Checked	Library	true	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\LogUtils.java	371	63	java.lang.Exception	Checked	Java	true	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\LogUtils.java	444	64	java.io.IOException	Checked	Java	false	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\LogUtils.java	452	65	java.io.IOException	Checked	Java	true	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\LogUtils.java	466	66	java.io.IOException	Checked	Java	false	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\LogUtils.java	513	67	java.util.zip.DataFormatException	Checked	Java	true	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\NetworkUtils.java	122	68	java.lang.Exception	Checked	Java	true	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\NetworkUtils.java	141	69	java.lang.Exception	Checked	Java	true	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\NetworkUtils.java	326	70	java.net.SocketException	Checked	Java	true	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\NetworkUtils.java	344	71	java.net.UnknownHostException	Checked	Java	false	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\PhoneUtils.java	395	72	java.lang.Exception	Checked	Java	true	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\ProcessUtils.java	81	73	android.content.pm.PackageManager.NameNotFoundException	Checked	Android	true	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\ScreenUtils.java	187	74	android.provider.Settings.SettingNotFoundException	Checked	Android	false	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\SDCardUtils.java	62	75	java.lang.Exception	Checked	Java	true	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\ServiceUtils.java	51	76	java.lang.Exception	Checked	Java	true	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\ServiceUtils.java	75	77	java.lang.Exception	Checked	Java	false	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\ServiceUtils.java	110	78	java.lang.Exception	Checked	Java	true	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\ShellUtils.java	123	79	java.lang.Exception	Checked	Java	true	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\SpanUtils.java	1262	80	java.io.IOException	Checked	Java	false	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\SpanUtils.java	1462	81	java.lang.Exception	Checked	Java	false	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\SpanUtils.java	1454	82	java.lang.Exception	Checked	Java	false	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\TimeUtils.java	231	83	java.text.ParseException	Checked	Java	true	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\utilcode\src\main\java\com\blankj\utilcode\util\TimeUtils.java	259	84	java.text.ParseException	Checked	Java	true	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\subutil\src\main\java\com\blankj\subutil\util\LocationUtils.java	215	85	java.io.IOException	Checked	Java	true	false
Blankj AndroidUtilCode	D:\Desenvolvimento\Projetos Github\running\Blankj AndroidUtilCode\app\src\main\java\com\blankj\androidutilcode\UtilsApp.java	63	86	java.io.IOException	Checked	Java	true	false
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\third_party\gif_encoder\src\main\java\com\bumptech\glide\gifencoder\AnimatedGifEncoder.java	207	1	java.io.IOException	Checked	Java	false	false
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\third_party\gif_encoder\src\main\java\com\bumptech\glide\gifencoder\AnimatedGifEncoder.java	229	2	java.io.IOException	Checked	Java	false	false
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\third_party\gif_encoder\src\main\java\com\bumptech\glide\gifencoder\AnimatedGifEncoder.java	329	3	java.io.IOException	Checked	Java	false	false
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\third_party\gif_encoder\src\main\java\com\bumptech\glide\gifencoder\AnimatedGifEncoder.java	348	4	java.io.IOException	Checked	Java	false	false
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\third_party\gif_encoder\src\main\java\com\bumptech\glide\gifencoder\NeuQuant.java	429	5	java.lang.Exception	Checked	Java	false	true
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\third_party\gif_encoder\src\main\java\com\bumptech\glide\gifencoder\NeuQuant.java	438	6	java.lang.Exception	Checked	Java	false	true
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\third_party\gif_decoder\src\main\java\com\bumptech\glide\gifdecoder\GifHeaderParser.java	436	7	java.nio.BufferUnderflowException	Unchecked	Java	false	false
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\third_party\gif_decoder\src\main\java\com\bumptech\glide\gifdecoder\GifHeaderParser.java	485	8	java.lang.Exception	Checked	Java	false	false
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\third_party\gif_decoder\src\main\java\com\bumptech\glide\gifdecoder\GifHeaderParser.java	503	9	java.lang.Exception	Checked	Java	false	false
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\third_party\gif_decoder\src\main\java\com\bumptech\glide\gifdecoder\StandardGifDecoder.java	295	10	java.io.IOException	Checked	Java	false	false
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\third_party\gif_decoder\src\main\java\com\bumptech\glide\gifdecoder\StandardGifDecoder.java	306	11	java.io.IOException	Checked	Java	false	false
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\third_party\gif_decoder\src\main\java\com\bumptech\glide\gifdecoder\StandardGifDecoder.java	737	12	java.lang.Exception	Checked	Java	false	false
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\third_party\gif_decoder\src\main\java\com\bumptech\glide\gifdecoder\StandardGifDecoder.java	771	13	java.lang.Exception	Checked	Java	false	false
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\samples\giphy\src\main\java\com\bumptech\glide\samples\giphy\Api.java	98	14	java.net.MalformedURLException	Checked	Java	false	false
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\samples\giphy\src\main\java\com\bumptech\glide\samples\giphy\Api.java	110	15	java.io.IOException	Checked	Java	true	false
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\samples\giphy\src\main\java\com\bumptech\glide\samples\giphy\Api.java	116	16	java.io.IOException	Checked	Java	false	true
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\library\src\main\java\com\bumptech\glide\Glide.java	247	17	java.lang.ClassNotFoundException	Checked	Java	false	false
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\library\src\main\java\com\bumptech\glide\Glide.java	254	18	java.lang.InstantiationException	Checked	Java	false	false
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\library\src\main\java\com\bumptech\glide\Glide.java	258	19	java.lang.IllegalAccessException	Checked	Java	false	false
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\library\src\main\java\com\bumptech\glide\RequestBuilder.java	337	20	java.lang.CloneNotSupportedException	Checked	Java	false	false
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\library\src\main\java\com\bumptech\glide\TransitionOptions.java	66	21	java.lang.CloneNotSupportedException	Checked	Java	false	false
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\library\src\main\java\com\bumptech\glide\util\ByteBufferUtil.java	36	22	java.io.IOException	Checked	Java	false	true
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\library\src\main\java\com\bumptech\glide\util\ByteBufferUtil.java	43	23	java.io.IOException	Checked	Java	false	true
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\library\src\main\java\com\bumptech\glide\util\ByteBufferUtil.java	64	24	java.io.IOException	Checked	Java	false	true
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\library\src\main\java\com\bumptech\glide\util\ByteBufferUtil.java	71	25	java.io.IOException	Checked	Java	false	true
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\library\src\main\java\com\bumptech\glide\util\ContentLengthInputStream.java	33	26	java.lang.NumberFormatException	Unchecked	Java	false	false
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\library\src\main\java\com\bumptech\glide\util\ExceptionCatchingInputStream.java	74	27	java.io.IOException	Checked	Java	false	false
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\library\src\main\java\com\bumptech\glide\util\ExceptionCatchingInputStream.java	86	28	java.io.IOException	Checked	Java	false	false
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\library\src\main\java\com\bumptech\glide\util\ExceptionCatchingInputStream.java	103	29	java.io.IOException	Checked	Java	false	false
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\library\src\main\java\com\bumptech\glide\util\ExceptionCatchingInputStream.java	115	30	java.io.IOException	Checked	Java	false	false
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\library\src\main\java\com\bumptech\glide\util\Util.java	77	31	java.lang.NullPointerException	Unchecked	Java	false	true
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\library\src\main\java\com\bumptech\glide\signature\ApplicationVersionSignature.java	46	32	android.content.pm.PackageManager.NameNotFoundException	Checked	Android	true	false
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\library\src\main\java\com\bumptech\glide\request\RequestFutureTarget.java	109	33	java.util.concurrent.TimeoutException	Checked	Java	false	false
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\library\src\main\java\com\bumptech\glide\request\RequestOptions.java	642	34	java.lang.CloneNotSupportedException	Checked	Java	false	false
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\library\src\main\java\com\bumptech\glide\request\SingleRequest.java	364	35	java.lang.NoClassDefFoundError	Error	Java	false	false
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\library\src\main\java\com\bumptech\glide\module\ManifestParser.java	49	36	android.content.pm.PackageManager.NameNotFoundException	Checked	Android	false	false
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\library\src\main\java\com\bumptech\glide\module\ManifestParser.java	64	37	java.lang.ClassNotFoundException	Checked	Java	false	false
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\library\src\main\java\com\bumptech\glide\module\ManifestParser.java	71	38	java.lang.InstantiationException	Checked	Java	false	false
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\library\src\main\java\com\bumptech\glide\module\ManifestParser.java	75	39	java.lang.IllegalAccessException	Checked	Java	false	false
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\library\src\main\java\com\bumptech\glide\manager\RequestManagerFragment.java	167	40	java.lang.IllegalStateException	Unchecked	Java	false	false
bumptech glide	D:\Desenvolvimento\Projetos Github\running\bumptech glide\library\src\main\java\com\bumptech\glide\manager\RequestManagerRetriever.java	256	41	java.lang.Exception	Checked	Java	false	true
